,lot_area,street,land_cont,neighborhood,cond_1,cond_2,bldg_type,style,overall_cond,yr_built,yr_remodeled,roof_style,exter_cond,foundation,bsmt_cond,bsmt_fin_1,bsmt_fin_2,bsmt_sf,heat,cent_air,gr_liv_area,full_bath,half_bath,bedrooms_gr,kitchen,kitch_qual,fireplaces,garage_type,garage_car_size,paved_drive,year_sold,has_pool
1632,12890,Pave,Lvl,Timber,Norm,Norm,1Fam,1Story,5,1989,1989,Gable,TA,CBlock,TA,Unf,Unf,1495.0,GasA,Y,1495,2,0,3,1,TA,1,Attchd,2,Y,2008,0
1633,10440,Pave,Lvl,Somerst,Norm,Norm,1Fam,1Story,5,2007,2007,Gable,TA,PConc,TA,Unf,Unf,1574.0,GasA,Y,1584,2,0,2,1,Ex,1,Attchd,2,Y,2007,0
1634,7500,Pave,Lvl,SawyerW,Norm,Norm,1Fam,1Story,5,2004,2005,Gable,TA,PConc,TA,GLQ,Unf,1080.0,GasA,Y,1080,1,0,3,1,Gd,0,None,0,Y,2008,0
1635,9532,Pave,Lvl,NAmes,Norm,Norm,1Fam,1Story,6,1953,1953,Gable,TA,CBlock,TA,BLQ,Rec,1105.0,GasA,Y,1647,1,0,3,1,TA,1,Attchd,1,Y,2007,1
1636,3922,Pave,Lvl,Blmngtn,Norm,Norm,TwnhsE,1Story,5,2006,2007,Gable,TA,PConc,TA,Unf,Unf,1258.0,GasA,Y,1258,2,0,2,1,Gd,1,Attchd,3,Y,2007,0
1637,8730,Pave,Lvl,BrkSide,RRA,Norm,1Fam,2Story,7,1915,2003,Gable,TA,BrkTil,TA,Unf,Unf,698.0,GasA,Y,1396,1,0,3,1,TA,0,Detchd,1,Y,2007,0
1638,6060,Pave,Lvl,IDOTRR,Norm,Norm,1Fam,1Story,9,1930,2007,Hip,TA,BrkTil,TA,ALQ,Unf,837.0,GasA,Y,1001,1,0,2,1,Gd,0,Detchd,1,N,2007,0
1639,14450,Pave,Lvl,NridgHt,Norm,Norm,1Fam,1Story,5,2006,2007,Gable,TA,PConc,TA,Unf,Unf,2121.0,GasA,Y,2121,2,1,3,1,Ex,1,Attchd,3,Y,2007,0
1640,5400,Pave,Lvl,OldTown,Norm,Norm,1Fam,Fin,6,1920,1950,Gable,TA,BrkTil,TA,Unf,Unf,972.0,GasA,Y,1480,1,0,3,1,TA,0,Detchd,1,Y,2009,0
1641,10000,Pave,Lvl,Somerst,Norm,Norm,1Fam,1Story,5,2006,2006,Hip,TA,PConc,Gd,Unf,Unf,1588.0,GasA,Y,1588,2,0,3,1,Gd,1,Attchd,3,Y,2007,0
1642,10007,Pave,Lvl,NAmes,Norm,Norm,1Fam,1Story,7,1959,2006,Gable,TA,CBlock,TA,ALQ,Unf,1053.0,GasA,Y,1053,1,1,3,1,Gd,0,Attchd,1,Y,2008,0
1643,7830,Pave,Lvl,OldTown,Norm,Norm,1Fam,1Story,5,1921,1950,Gable,TA,BrkTil,TA,LwQ,Unf,492.0,GasA,Y,492,1,0,1,1,TA,0,Detchd,1,N,2006,0
1644,11727,Pave,Lvl,NAmes,Norm,Norm,1Fam,1Story,6,1969,1969,Gable,Gd,CBlock,TA,Unf,Unf,1851.0,GasA,Y,1851,2,0,3,1,TA,1,Attchd,2,Y,2006,0
1645,10320,Pave,Bnk,IDOTRR,Artery,Norm,2fmCon,2Story,7,1915,1965,Gable,Gd,CBlock,TA,Rec,ALQ,698.0,GasA,Y,1403,1,1,3,1,TA,0,Detchd,1,Y,2009,0
1646,10482,Pave,Lvl,NAmes,Norm,Norm,1Fam,SLvl,8,1958,1958,Hip,Gd,CBlock,TA,GLQ,Unf,588.0,GasA,Y,1138,1,0,3,1,TA,0,Attchd,1,Y,2007,0
1647,15274,Pave,Lvl,NridgHt,Norm,Norm,1Fam,1Story,5,2003,2003,Hip,TA,PConc,TA,GLQ,Unf,2452.0,GasA,Y,2452,2,0,3,1,Ex,1,Attchd,3,Y,2009,0
1648,8800,Pave,Lvl,CollgCr,Norm,Norm,1Fam,1Story,7,1977,2008,Gable,TA,CBlock,TA,LwQ,Rec,1040.0,GasA,Y,1040,2,0,3,1,Gd,0,Detchd,2,Y,2009,0
1649,10000,Pave,Lvl,Gilbert,Norm,Norm,1Fam,2Story,5,1993,1994,Gable,TA,PConc,TA,Unf,Unf,763.0,GasA,Y,1655,2,1,3,1,TA,1,Attchd,2,Y,2010,0
1650,10140,Pave,Lvl,,Norm,Norm,1Fam,1Story,6,1974,1974,Hip,TA,CBlock,TA,ALQ,Unf,1116.0,GasA,Y,1116,2,0,3,1,TA,1,Attchd,2,Y,2009,0
1651,14054,Pave,Lvl,Gilbert,Norm,Norm,1Fam,2Story,5,2006,2006,Gable,TA,PConc,TA,Unf,Unf,879.0,GasA,Y,1863,2,1,4,1,Gd,1,BuiltIn,3,Y,2006,0
1652,11218,Pave,Lvl,SawyerW,Norm,Norm,1Fam,2Story,5,1992,1992,Gable,TA,PConc,TA,Unf,Unf,1055.0,GasA,Y,1845,2,1,3,1,Gd,1,Attchd,2,Y,2010,0
1653,8856,Pave,Lvl,NAmes,Norm,Norm,1Fam,1Story,4,1957,1957,Gable,TA,CBlock,TA,ALQ,LwQ,1176.0,GasA,Y,1176,1,0,3,1,TA,2,Attchd,1,Y,2008,0
1654,7800,Pave,Lvl,Sawyer,Norm,Norm,1Fam,1Story,7,1966,2008,Hip,TA,CBlock,TA,BLQ,Rec,864.0,GasA,Y,892,1,0,3,1,Gd,0,Detchd,1,Y,2010,0
1655,7200,Pave,Lvl,OldTown,Norm,Norm,1Fam,1Story,4,1910,2006,Hip,TA,BrkTil,TA,ALQ,Rec,1022.0,GasW,N,1022,1,0,2,1,TA,0,Detchd,1,Y,2009,0
1656,10680,Pave,Lvl,NAmes,Norm,Norm,1Fam,1Story,3,1951,1951,Hip,TA,CBlock,Fa,LwQ,Unf,2136.0,GasA,N,2136,2,0,4,1,TA,0,Detchd,2,Y,2006,0
1657,9535,Pave,Lvl,Gilbert,Norm,Norm,1Fam,2Story,5,1998,1998,Gable,TA,PConc,TA,GLQ,Unf,926.0,GasA,Y,1604,2,1,3,1,TA,0,Attchd,2,Y,2008,0
1658,6858,Pave,Bnk,SWISU,Norm,Norm,1Fam,2Story,4,1915,1950,Gable,TA,PConc,TA,Unf,Unf,806.0,GasA,N,1647,1,1,4,1,Fa,0,Detchd,1,Y,2010,0
1659,8100,Pave,Lvl,Sawyer,RRA,Norm,1Fam,1Story,8,1961,2007,Gable,Gd,CBlock,TA,ALQ,Unf,864.0,GasA,Y,864,1,0,3,1,Gd,1,Detchd,1,Y,2008,0
1660,9216,Pave,Lvl,CollgCr,Norm,Norm,1Fam,1Story,6,1975,1975,Gable,TA,CBlock,TA,ALQ,Unf,1076.0,GasA,Y,1076,1,1,3,1,TA,1,Detchd,2,Y,2008,0
1661,9100,Pave,Lvl,BrkSide,RRA,RRAe,1Fam,1Story,6,1930,1960,Gable,TA,BrkTil,TA,Unf,Unf,742.0,GasA,Y,935,1,0,2,1,TA,0,Detchd,1,P,2008,0
1662,12774,Pave,Lvl,SawyerW,Norm,Norm,1Fam,2Story,5,2003,2004,Gable,TA,PConc,TA,Unf,Unf,835.0,GasA,Y,1663,2,1,3,1,Gd,0,Attchd,2,Y,2008,0
1663,6000,Pave,Lvl,OldTown,Norm,Norm,1Fam,Fin,7,1950,1970,Gable,Gd,CBlock,TA,BLQ,Unf,768.0,GasA,Y,1328,1,1,3,1,TA,0,Detchd,1,Y,2009,0
1664,10364,Pave,Lvl,Gilbert,Norm,Norm,1Fam,2Story,5,1995,1996,Gable,TA,PConc,TA,Unf,Unf,806.0,GasA,Y,1572,2,1,3,1,TA,1,BuiltIn,2,Y,2007,0
1665,6000,Pave,Lvl,BrkSide,Norm,Norm,1Fam,Fin,5,1939,1950,Gable,TA,CBlock,TA,LwQ,Unf,739.0,GasA,Y,1342,2,0,2,2,TA,1,Detchd,1,Y,2008,0
1666,10530,Pave,Lvl,NAmes,Norm,Norm,1Fam,1Story,5,1971,1971,Hip,TA,CBlock,TA,ALQ,LwQ,981.0,GasA,Y,981,1,1,3,1,TA,0,Detchd,2,Y,2007,0
1667,9525,Pave,Lvl,CollgCr,Norm,Norm,1Fam,1Story,6,1995,2006,Gable,TA,PConc,TA,Unf,Unf,1099.0,GasA,Y,1099,1,1,3,1,Gd,0,Attchd,1,Y,2008,0
1668,8880,Pave,Lvl,SawyerW,Norm,Norm,1Fam,2Story,5,1994,2002,Gable,TA,PConc,TA,GLQ,Unf,948.0,GasA,Y,2110,2,1,3,1,Gd,2,Attchd,2,Y,2010,0
1669,8410,Pave,Lvl,Mitchel,Norm,Norm,1Fam,SFoyer,6,1974,1974,Gable,TA,CBlock,TA,ALQ,Unf,970.0,GasA,Y,1026,1,0,2,1,TA,1,Attchd,2,Y,2007,0
1670,4385,Pave,Lvl,Somerst,Norm,Norm,TwnhsE,1Story,5,2001,2001,Gable,TA,PConc,TA,GLQ,Unf,1419.0,GasA,Y,1419,1,1,2,1,Ex,1,Attchd,2,Y,2008,0
1671,12919,Pave,Lvl,NridgHt,Norm,Norm,1Fam,1Story,5,2009,2010,Hip,TA,PConc,TA,GLQ,Unf,2330.0,GasA,Y,2364,2,1,2,1,Ex,2,Attchd,3,Y,2010,0
1672,12464,Pave,Low,CollgCr,Norm,Norm,1Fam,1Story,5,1996,1996,Gable,Gd,PConc,TA,GLQ,Unf,1040.0,GasA,Y,1040,1,0,3,1,Gd,0,Detchd,2,Y,2009,0
1673,5005,Pave,HLS,StoneBr,Norm,Norm,TwnhsE,1Story,5,1992,1992,Gable,TA,PConc,TA,ALQ,Unf,1280.0,GasA,Y,1280,2,0,2,1,Gd,0,Attchd,2,Y,2010,0
1674,9591,Pave,Lvl,NridgHt,Norm,Norm,1Fam,2Story,5,2004,2005,Gable,TA,PConc,TA,Unf,Unf,1143.0,GasA,Y,2473,2,1,4,1,Gd,1,BuiltIn,3,Y,2007,0
1675,6960,Pave,Lvl,Sawyer,Norm,Norm,1Fam,Fin,8,1940,1998,Gable,TA,BrkTil,TA,ALQ,Unf,680.0,GasA,Y,1302,1,1,2,1,Gd,2,Attchd,1,Y,2007,0
1676,9825,Pave,Lvl,Edwards,Norm,Norm,1Fam,1Story,5,1966,1966,Hip,TA,CBlock,TA,Rec,Unf,1092.0,GasA,Y,1092,1,0,3,1,TA,0,Attchd,1,Y,2008,0
1677,14175,Pave,Lvl,Sawyer,Fa,Norm,1Fam,1Story,8,1956,1956,Gable,TA,CBlock,Gd,GLQ,Unf,988.0,GasA,Y,1188,1,0,1,1,TA,1,Attchd,2,Y,2008,0
1678,7400,Pave,Lvl,NAmes,Artery,Norm,1Fam,1Story,6,1962,1962,Gable,TA,CBlock,TA,LwQ,Unf,1045.0,GasA,Y,1045,1,0,3,1,TA,0,Detchd,2,Y,2006,0
1679,10738,Pave,Lvl,,Norm,Norm,1Fam,1Story,7,1966,1966,Hip,TA,CBlock,TA,ALQ,Unf,1093.0,GasA,Y,1093,2,0,3,1,TA,1,Attchd,2,Y,2007,0
1680,8366,Pave,Lvl,SawyerW,Norm,Norm,1Fam,2Story,5,2004,2004,Gable,TA,PConc,TA,Unf,Unf,798.0,GasA,Y,1640,2,1,3,1,Gd,0,Attchd,2,Y,2008,0
1681,9842,Pave,Lvl,NAmes,Norm,Norm,Duplex,1Story,5,1962,1962,Gable,TA,Other,None,None,None,0.0,GasA,Y,1224,2,0,2,2,TA,0,CarPort,2,Y,2007,0
1682,7200,Pave,Lvl,SWISU,RRA,Norm,1Fam,2Story,9,1936,2007,Gable,Gd,PConc,Gd,ALQ,BLQ,560.0,GasA,Y,1135,1,0,3,1,Gd,0,Detchd,2,Y,2009,0
1683,10230,Pave,Lvl,OldTown,Norm,Norm,1Fam,1Story,7,1925,1950,Gable,TA,BrkTil,TA,Unf,Unf,1054.0,GasA,Y,1078,1,0,3,1,Ex,0,Detchd,1,N,2009,0
1684,8626,Pave,Lvl,OldTown,Norm,Norm,1Fam,1Story,6,1956,1956,Gable,TA,CBlock,None,None,None,0.0,GasA,Y,968,1,0,2,1,TA,0,Attchd,1,Y,2007,0
1685,8834,Pave,Lvl,NridgHt,Norm,Norm,1Fam,2Story,5,2004,2005,Hip,TA,PConc,TA,GLQ,Unf,1462.0,GasA,Y,2224,2,1,4,1,Ex,1,Attchd,3,Y,2009,0
1686,8544,Pave,Lvl,NAmes,Norm,Norm,Duplex,1Story,4,1950,1950,Gable,TA,CBlock,None,None,None,0.0,GasA,N,1040,2,0,2,2,TA,0,Detchd,2,Y,2006,0
1687,9179,Pave,Lvl,CollgCr,Norm,Norm,1Fam,2Story,5,1999,1999,Gable,TA,PConc,TA,GLQ,Unf,873.0,GasA,Y,1790,2,1,3,1,Gd,0,Attchd,2,Y,2008,0
1688,11526,Pave,Bnk,Crawfor,Norm,Norm,1Fam,Fin,7,1922,1994,Gable,TA,BrkTil,TA,Unf,Unf,588.0,GasA,Y,2555,2,0,3,1,TA,1,Detchd,2,Y,2008,0
1689,5684,Pave,Lvl,OldTown,Norm,Norm,1Fam,1Story,8,1930,2005,Hip,TA,BrkTil,TA,Unf,Unf,813.0,GasA,Y,813,1,0,2,1,Gd,0,Detchd,1,N,2006,0
1690,11885,Pave,Lvl,CollgCr,Norm,Norm,1Fam,2Story,5,2001,2001,Gable,TA,PConc,TA,GLQ,Unf,1299.0,GasA,Y,1872,2,1,3,1,Ex,1,BuiltIn,2,Y,2009,0
1691,9600,Pave,Lvl,NAmes,Norm,Norm,1Fam,1Story,6,1956,1956,Hip,TA,CBlock,TA,Rec,Unf,1050.0,GasA,Y,1050,1,0,2,1,TA,0,Attchd,1,Y,2009,0
1692,17242,Pave,Lvl,NoRidge,Norm,Norm,1Fam,2Story,5,1993,1994,Hip,Gd,PConc,TA,Rec,GLQ,1733.0,GasA,Y,3500,3,1,4,1,Ex,1,Attchd,3,Y,2006,0
1693,10215,Pave,Bnk,Edwards,Norm,Norm,1Fam,1Story,5,1954,1954,Hip,TA,PConc,TA,ALQ,Unf,864.0,GasA,Y,948,1,0,3,1,TA,0,Attchd,1,Y,2007,0
1694,8550,Pave,Lvl,BrkSide,RRA,Norm,1Fam,Fin,5,1926,1950,Gable,TA,PConc,TA,Unf,Unf,750.0,GasA,Y,1316,1,0,4,1,TA,0,Detchd,2,Y,2007,0
1695,18450,Pave,Lvl,NAmes,Norm,Norm,1Fam,2Story,5,1965,1979,Other,Gd,CBlock,TA,LwQ,Rec,1021.0,GasA,Y,2380,2,1,3,1,TA,1,CarPort,2,Y,2007,0
1696,14778,Pave,Low,Crawfor,Fa,Norm,1Fam,1Story,7,1954,2006,Hip,TA,CBlock,TA,BLQ,Unf,1296.0,GasA,Y,1640,1,0,3,1,Gd,1,Detchd,2,Y,2008,0
1697,3180,Pave,Lvl,Somerst,Norm,Norm,TwnhsE,2Story,5,2005,2005,Gable,TA,PConc,TA,GLQ,Unf,600.0,GasA,Y,1200,2,1,2,1,Gd,0,Detchd,2,Y,2008,0
1698,3068,Pave,Lvl,OldTown,Norm,Norm,1Fam,2Story,8,1920,1993,Gable,Gd,BrkTil,TA,Unf,Unf,662.0,GasA,Y,1324,1,0,3,1,TA,0,Detchd,1,Y,2010,0
1699,8298,Pave,HLS,Timber,Norm,Norm,1Fam,1Story,5,2006,2007,Hip,TA,PConc,TA,GLQ,Unf,1546.0,GasA,Y,1564,2,0,2,1,Ex,1,Attchd,2,Y,2007,0
1700,13518,Pave,Lvl,NridgHt,Norm,Norm,1Fam,2Story,5,2008,2009,Hip,TA,PConc,TA,Unf,Unf,1926.0,GasA,Y,3140,3,1,4,1,Ex,2,BuiltIn,3,Y,2009,0
1701,33120,Pave,Lvl,OldTown,RRA,RRAe,1Fam,Fin,5,1962,1962,Gable,TA,CBlock,TA,Unf,Unf,1595.0,GasA,Y,2486,2,0,5,1,TA,1,Detchd,2,Y,2006,0
1702,13142,Pave,Lvl,CollgCr,Fa,Norm,1Fam,2Story,5,1997,1997,Gable,TA,PConc,TA,GLQ,Unf,864.0,GasA,Y,1771,2,1,3,1,Gd,0,Attchd,2,Y,2008,0
1703,11362,Pave,Lvl,NridgHt,Norm,Norm,1Fam,1Story,5,2004,2005,Gable,TA,PConc,TA,GLQ,Unf,1836.0,GasA,Y,1836,2,0,3,1,Gd,1,Attchd,3,Y,2009,0
1704,10845,Pave,Lvl,NridgHt,Norm,Norm,1Fam,1Story,5,2003,2004,Gable,TA,PConc,TA,GLQ,Unf,1603.0,GasA,Y,1575,2,0,2,1,Gd,1,Attchd,3,Y,2008,0
1705,1936,Pave,Lvl,MeadowV,Norm,Norm,Twnhs,SFoyer,6,1970,1970,Gable,TA,CBlock,TA,BLQ,GLQ,630.0,GasA,Y,630,1,0,1,1,TA,0,None,0,Y,2007,0
1706,9760,Pave,Lvl,NAmes,Norm,Norm,1Fam,1Story,7,1963,1984,Hip,TA,CBlock,TA,BLQ,LwQ,1395.0,GasA,Y,1395,1,0,2,1,TA,1,Attchd,2,Y,2010,0
1707,3960,Pave,Lvl,OldTown,Norm,Norm,1Fam,2Story,8,1930,1950,Gable,TA,BrkTil,TA,Unf,Unf,502.0,GasA,N,1004,1,0,2,1,Gd,1,Detchd,1,N,2006,0
1708,9100,Pave,Lvl,CollgCr,Norm,Norm,1Fam,1Story,5,2004,2005,Hip,TA,PConc,TA,GLQ,Unf,1860.0,GasA,Y,1836,2,0,3,1,Gd,1,Attchd,2,Y,2006,0
1709,9600,Pave,Lvl,NAmes,Norm,Norm,1Fam,1Story,6,1960,1960,Gable,Fa,CBlock,TA,Rec,Unf,1296.0,GasA,Y,1496,2,0,3,1,Gd,0,Attchd,2,Y,2008,0
1710,9764,Pave,Lvl,Sawyer,RRA,Norm,1Fam,1Story,7,1967,2003,Gable,TA,CBlock,TA,BLQ,Unf,894.0,GasA,Y,894,1,0,3,1,Gd,0,Attchd,2,Y,2008,0
1711,8430,Pave,HLS,CollgCr,Norm,Norm,1Fam,1Story,5,1978,1978,Gable,TA,CBlock,TA,Rec,Unf,1040.0,GasA,Y,1040,2,0,3,1,TA,0,None,0,Y,2009,0
1712,9060,Pave,Lvl,IDOTRR,Norm,Norm,1Fam,2Story,6,1923,1999,Gable,TA,BrkTil,TA,ALQ,Unf,859.0,GasA,Y,1828,2,0,3,1,Gd,0,Detchd,1,Y,2007,0
1713,12778,Pave,Lvl,NAmes,Norm,Norm,1Fam,1Story,6,1952,2003,Gable,TA,CBlock,TA,GLQ,Unf,1008.0,GasA,Y,1008,1,0,2,1,TA,0,Attchd,1,Y,2006,0
1714,8172,Pave,HLS,Edwards,Norm,Norm,1Fam,1Story,5,1955,1955,Gable,TA,CBlock,TA,ALQ,Unf,864.0,GasA,Y,864,1,0,3,1,TA,0,Detchd,2,N,2007,0
1715,9037,Pave,HLS,Timber,Norm,Norm,1Fam,1Story,5,2006,2006,Hip,TA,PConc,TA,GLQ,Unf,1476.0,GasA,Y,1484,2,0,2,1,Ex,1,Attchd,2,Y,2007,0
1716,6292,Pave,Bnk,SWISU,Norm,Norm,1Fam,1Story,5,1930,1950,Gable,TA,BrkTil,TA,Rec,Unf,768.0,GasA,N,790,1,0,2,1,TA,0,Detchd,1,Y,2008,0
1717,11900,Pave,Lvl,Gilbert,Norm,Norm,1Fam,2Story,6,1977,1977,Gable,TA,PConc,TA,ALQ,Unf,1122.0,GasA,Y,1934,2,1,3,1,TA,1,Attchd,2,P,2009,0
1718,7945,Pave,Lvl,NAmes,Norm,Norm,1Fam,1Story,6,1959,1959,Gable,TA,CBlock,TA,ALQ,BLQ,1150.0,GasA,Y,1150,1,0,3,1,TA,0,Attchd,1,Y,2006,0
1719,16659,Pave,Lvl,NridgHt,Norm,Norm,1Fam,2Story,5,2007,2008,Gable,TA,PConc,TA,Unf,Unf,1582.0,GasA,Y,2152,2,1,3,1,Gd,1,Detchd,2,Y,2007,0
1720,9340,Pave,Lvl,Edwards,Norm,Norm,1Fam,1Story,6,1941,1950,Hip,TA,CBlock,TA,Rec,Unf,672.0,GasA,Y,672,1,0,2,1,TA,0,Attchd,1,N,2009,0
1721,11454,Pave,Lvl,SawyerW,Norm,Norm,1Fam,SLvl,5,1995,1995,Gable,TA,PConc,TA,GLQ,Unf,1401.0,GasA,Y,1511,2,0,3,1,Gd,1,Attchd,3,Y,2008,0
1722,8480,Pave,Lvl,NAmes,Norm,Norm,1Fam,1Story,6,1945,1950,Gable,Gd,CBlock,TA,BLQ,Unf,793.0,GasA,Y,793,1,0,2,1,Fa,0,Detchd,1,Y,2009,0
1723,6305,Pave,Lvl,Edwards,Norm,Norm,1Fam,SLvl,6,1975,1975,Gable,TA,CBlock,TA,ALQ,Unf,1008.0,GasA,Y,1096,1,0,3,1,TA,1,Detchd,1,Y,2010,0
1724,9709,Pave,Lvl,NridgHt,Norm,Norm,1Fam,2Story,5,2007,2007,Gable,TA,PConc,TA,GLQ,Unf,918.0,GasA,Y,2100,2,1,3,1,Ex,2,BuiltIn,3,Y,2007,0
1725,10930,Pave,Bnk,NAmes,Artery,Norm,1Fam,Fin,6,1945,1950,Gable,TA,CBlock,TA,BLQ,Unf,913.0,GasA,Y,1558,1,1,3,1,TA,1,Attchd,1,Y,2008,0
1726,50102,Pave,Low,Timber,Norm,Norm,1Fam,1Story,5,1958,1958,Gable,TA,CBlock,TA,BLQ,Unf,1632.0,GasA,Y,1650,1,0,2,1,TA,2,Attchd,2,Y,2006,0
1727,8899,Pave,Lvl,NridgHt,Norm,Norm,1Fam,2Story,5,2007,2007,Hip,TA,PConc,TA,GLQ,Unf,948.0,GasA,Y,2088,2,1,4,1,Gd,1,BuiltIn,3,Y,2008,0
1728,10237,Pave,Lvl,Gilbert,RRA,Norm,1Fam,2Story,5,2005,2006,Gable,TA,PConc,TA,Unf,Unf,768.0,GasA,Y,1536,2,1,3,1,Gd,1,Attchd,2,Y,2007,0
1729,9736,Pave,Lvl,NAmes,RRA,Norm,1Fam,1Story,6,1957,1969,Gable,TA,CBlock,TA,BLQ,Rec,1331.0,GasA,Y,1721,1,0,4,1,TA,2,Attchd,2,Y,2007,0
1730,2364,Pave,Lvl,NPkVill,Norm,Norm,TwnhsE,2Story,5,1978,1978,Gable,TA,CBlock,TA,ALQ,Unf,804.0,GasA,Y,1548,2,1,3,1,TA,1,Detchd,2,Y,2009,0
1731,7892,Pave,Lvl,SawyerW,Norm,Norm,TwnhsE,1Story,5,1979,1979,Gable,TA,CBlock,TA,Unf,Unf,918.0,GasA,Y,918,2,0,2,1,TA,1,Attchd,1,Y,2010,0
1732,12350,Pave,Lvl,NridgHt,Norm,Norm,1Fam,2Story,5,2009,2009,Gable,TA,PConc,TA,GLQ,Unf,1365.0,GasA,Y,2690,2,1,3,1,Ex,1,Attchd,3,Y,2009,0
1733,7917,Pave,Lvl,Gilbert,Norm,Norm,1Fam,2Story,5,1999,2000,Gable,TA,PConc,TA,Unf,Unf,953.0,GasA,Y,1647,2,1,3,1,TA,1,Attchd,2,Y,2007,0
1734,7200,Pave,Lvl,NAmes,Norm,Norm,1Fam,1Story,7,1954,1954,Gable,TA,CBlock,TA,Unf,Unf,825.0,GasA,Y,825,1,0,2,1,TA,0,Attchd,1,Y,2008,0
1735,12155,Pave,Lvl,NAmes,Fa,Norm,1Fam,1Story,3,1970,1970,Gable,TA,CBlock,TA,LwQ,Unf,1657.0,GasA,Y,1657,2,0,3,1,TA,1,Attchd,2,Y,2007,0
1736,7446,Pave,Lvl,BrkSide,RRA,Norm,1Fam,1Story,5,1941,1950,Gable,TA,CBlock,TA,Rec,Unf,788.0,GasA,Y,788,1,0,2,1,TA,2,None,0,Y,2006,0
1737,11025,Pave,HLS,NoRidge,Norm,Norm,1Fam,2Story,5,1992,1993,Gable,TA,PConc,TA,GLQ,Unf,1334.0,GasA,Y,2826,2,1,3,1,Gd,2,Attchd,3,Y,2006,0
1738,7832,Pave,Lvl,Sawyer,Norm,Norm,1Fam,1Story,5,1968,1968,Hip,TA,CBlock,TA,GLQ,Unf,864.0,GasA,Y,864,1,0,2,1,TA,0,Detchd,1,Y,2010,0
1739,19378,Pave,HLS,Gilbert,Norm,Norm,1Fam,2Story,5,2005,2006,Gable,TA,PConc,TA,GLQ,Unf,1392.0,GasA,Y,2462,2,1,4,1,Gd,1,Attchd,2,Y,2006,0
1740,9830,Pave,Lvl,NAmes,Norm,Norm,1Fam,1Story,7,1959,2006,Gable,Gd,CBlock,TA,ALQ,Rec,1063.0,GasA,Y,1287,1,0,3,1,Gd,1,Detchd,2,Y,2010,0
1741,4403,Pave,Lvl,Somerst,Norm,Norm,1Fam,1Story,5,2009,2009,Gable,TA,PConc,TA,GLQ,Unf,1470.0,GasA,Y,1478,2,1,2,1,Gd,1,Attchd,2,Y,2010,0
1742,8174,Pave,Lvl,Gilbert,Norm,Norm,1Fam,2Story,5,2003,2003,Gable,TA,PConc,TA,GLQ,Unf,698.0,GasA,Y,1342,2,1,3,1,Gd,1,Attchd,2,Y,2009,0
1743,7200,Pave,Lvl,OldTown,Norm,Norm,1Fam,1Story,7,1940,1992,Gable,Gd,CBlock,TA,BLQ,Unf,788.0,GasA,Y,804,1,0,2,1,Gd,2,Attchd,1,Y,2010,0
1744,7590,Pave,Lvl,NAmes,Fa,Norm,1Fam,2Story,5,1962,1962,Gable,TA,CBlock,TA,ALQ,Unf,864.0,GasA,Y,1812,2,0,4,1,TA,1,Attchd,1,Y,2007,0
1745,8795,Pave,Lvl,Gilbert,Norm,Norm,1Fam,2Story,5,2000,2000,Gable,TA,PConc,TA,GLQ,Unf,952.0,GasA,Y,2256,2,1,4,1,Gd,1,BuiltIn,2,Y,2009,0
1746,3843,Pave,HLS,Crawfor,Norm,Norm,TwnhsE,1Story,5,2007,2008,Hip,TA,PConc,TA,GLQ,Unf,1596.0,GasA,Y,1648,2,0,2,1,Ex,1,Attchd,2,Y,2008,0
1747,11075,Pave,Lvl,NAmes,Norm,Norm,1Fam,2Story,5,1969,1969,Gable,TA,CBlock,TA,ALQ,LwQ,952.0,GasA,Y,2112,2,1,4,1,TA,2,Attchd,2,Y,2008,0
1748,10142,Pave,Lvl,SawyerW,Norm,Norm,1Fam,2Story,5,2004,2004,Gable,TA,PConc,TA,GLQ,Unf,956.0,GasA,Y,2084,2,1,4,1,Gd,0,BuiltIn,2,Y,2010,0
1749,7741,Pave,Lvl,OldTown,Norm,Norm,1Fam,1Story,5,1924,1950,Gable,TA,BrkTil,Fa,BLQ,Rec,1032.0,GasA,N,1032,1,0,2,1,TA,0,Detchd,1,Y,2006,0
1750,8139,Pave,Lvl,Gilbert,Norm,Norm,1Fam,2Story,5,1995,1996,Gable,TA,PConc,TA,ALQ,Unf,680.0,GasA,Y,1470,2,1,3,1,TA,1,BuiltIn,2,Y,2008,0
1751,8982,Pave,Lvl,CollgCr,Norm,Norm,1Fam,1Story,5,1977,1977,Gable,TA,CBlock,TA,ALQ,Unf,1040.0,GasA,Y,1040,1,1,3,1,TA,0,Detchd,2,Y,2007,0
1752,6120,Pave,Lvl,BrkSide,Norm,Norm,1Fam,Unfin,7,1939,1950,Gable,TA,BrkTil,TA,Unf,Unf,884.0,GasA,Y,884,1,0,2,1,TA,0,Detchd,1,Y,2007,0
1753,16561,Pave,Low,CollgCr,Norm,Norm,1Fam,1Story,5,1996,1996,Gable,TA,PConc,TA,ALQ,Unf,1097.0,GasA,Y,1097,1,1,3,1,TA,0,Attchd,1,Y,2007,0
1754,4060,Pave,Lvl,Edwards,RRA,Norm,1Fam,1Story,8,1922,1950,Gable,TA,PConc,TA,Unf,Unf,864.0,GasA,Y,864,1,0,2,1,TA,0,None,0,Y,2009,0
