Id,ms_zoning,lot_area,street,land_cont,lot_config,neighborhood,cond_1,cond_2,bldg_type,style,overall_qual,overall_cond,yr_built,yr_remodeled,roof_style,roof_mater,exter_1,mas_vnr_type,exter_qual,exter_cond,foundation,bsmt_qual,bsmt_cond,bsmt_expo,bsmt_fin_1,bsmt_fin_1_sf,bsmt_fin_2,bsmt_fin_2_sf,bsmt_sf,heat,cent_air,gr_liv_area,bsmt_full_bath,bsmt_half_bath,full_bath,half_bath,bedrooms_gr,kitchen,kitch_qual,tot_rooms_gr,functional,fireplaces,garage_type,garage_finish,garage_car_size,garage_qual,garage_cond,paved_drive,misc_val,year_sold,ms_subclass,lot_shape,wood_deck_sf,sale_price,has_pool,functional_mapped,bsmt_baths
2683,RM,6000,Pave,Lvl,Inside,OldTown,Artery,Norm,1Fam,1Story,6,6,1925,1980,Gable,CompShg,MetalSd,None,TA,Gd,BrkTil,TA,TA,No,BLQ,397.0,Unf,0.0,1103.0,GasA,Y,1103,0.0,0.0,1,0,2,1,Gd,5,Typ,1,Detchd,Unf,2,TA,TA,Y,0,2006,30,Reg,166,110500,0,6,0.0
2173,RL,8240,Pave,Lvl,Inside,Edwards,Norm,Norm,1Fam,1Story,6,6,1960,1960,Hip,CompShg,HdBoard,Stone,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,1179.0,GasA,Y,1179,0.0,0.0,1,0,2,1,TA,5,Min2,0,Attchd,Fin,2,TA,TA,P,0,2007,20,Reg,0,110000,0,4,0.0
894,RL,9405,Pave,Lvl,Inside,Edwards,Norm,Norm,1Fam,1Story,5,9,1947,2008,Hip,CompShg,VinylSd,None,TA,Gd,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,698.0,GasA,Y,698,0.0,1.0,1,0,2,1,TA,4,Typ,0,None,,0,,,Y,0,2009,20,Reg,0,118000,0,6,0.5
1066,RL,10625,Pave,Lvl,Inside,NridgHt,Norm,Norm,1Fam,2Story,7,5,2003,2004,Gable,CompShg,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,GLQ,866.0,Unf,0.0,998.0,GasA,Y,2046,1.0,0.0,2,1,3,1,Gd,8,Typ,1,BuiltIn,RFn,3,TA,TA,Y,0,2008,60,Reg,320,284000,0,6,1.0
1261,RL,9247,Pave,Lvl,Inside,NAmes,Norm,Norm,1Fam,2Story,6,6,1962,1962,Gable,CompShg,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,No,Rec,319.0,Unf,0.0,858.0,GasA,Y,1716,0.0,0.0,1,1,4,1,TA,8,Typ,1,Attchd,Fin,2,TA,TA,Y,0,2008,60,IR1,0,171000,0,6,0.0
537,RL,10628,Pave,Lvl,Corner,SawyerW,Norm,Norm,1Fam,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,None,Gd,TA,PConc,Gd,TA,Gd,Unf,0.0,Unf,0.0,835.0,GasA,Y,1812,0.0,0.0,2,1,3,1,Gd,8,Typ,0,BuiltIn,RFn,2,TA,TA,Y,0,2009,60,IR1,146,193000,0,6,0.0
2301,RL,11000,Pave,Lvl,Corner,Mitchel,Norm,Norm,1Fam,1Story,5,6,1976,2003,Gable,CompShg,Plywood,None,TA,TA,PConc,Gd,TA,No,LwQ,1090.0,Unf,0.0,1090.0,GasA,Y,1178,1.0,0.0,1,1,3,1,TA,6,Typ,0,Attchd,Unf,2,TA,TA,Y,0,2007,20,IR2,0,135000,0,6,1.0
2854,RL,9399,Pave,Bnk,Inside,Crawfor,Norm,Norm,1Fam,Unfin,7,8,1919,1950,Gable,CompShg,MetalSd,None,TA,TA,BrkTil,TA,TA,Mn,Unf,0.0,Unf,0.0,818.0,GasA,Y,1636,0.0,0.0,1,1,4,1,Gd,7,Typ,1,Detchd,Unf,1,Fa,TA,N,0,2006,70,Reg,0,167000,0,6,0.0
2649,RM,7200,Pave,Lvl,Inside,OldTown,Norm,Norm,1Fam,1Story,4,5,1950,1950,Gable,CompShg,MetalSd,None,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,576.0,GasA,Y,864,0.0,0.0,1,0,2,1,TA,5,Typ,0,Detchd,RFn,1,TA,TA,Y,0,2006,20,Reg,0,105000,0,6,0.0
2776,RL,10264,Pave,Lvl,Inside,CollgCr,Norm,Norm,1Fam,1Story,7,5,1999,1999,Gable,CompShg,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Av,ALQ,1162.0,Unf,0.0,1588.0,GasA,Y,1588,0.0,0.0,2,0,3,1,Gd,6,Typ,0,Attchd,RFn,2,TA,TA,Y,0,2006,20,IR1,158,214000,0,6,0.0
2403,RL,13215,Pave,Lvl,Corner,NridgHt,Norm,Norm,1Fam,2Story,8,5,2004,2004,Gable,CompShg,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,GLQ,994.0,Unf,0.0,1420.0,GasA,Y,1914,1.0,0.0,2,1,3,1,Gd,9,Typ,1,BuiltIn,RFn,3,TA,TA,Y,0,2006,60,IR1,168,279000,0,6,1.0
2355,RL,10530,Pave,Lvl,Inside,,Norm,Norm,1Fam,SLvl,6,6,1975,2000,Gable,CompShg,Plywood,BrkFace,TA,TA,CBlock,TA,Fa,No,ALQ,548.0,Unf,0.0,675.0,GasA,Y,1875,0.0,0.0,3,0,3,1,Gd,8,Typ,1,Attchd,RFn,2,TA,TA,Y,0,2006,80,Reg,48,184500,0,6,0.0
1983,RM,6000,Pave,Lvl,Inside,OldTown,Norm,Norm,1Fam,Fin,3,7,1948,2002,Gable,CompShg,MetalSd,None,TA,Gd,CBlock,TA,TA,No,ALQ,331.0,Unf,0.0,649.0,GasA,Y,1183,0.0,0.0,1,1,2,1,TA,6,Typ,0,Detchd,Unf,1,TA,TA,Y,0,2007,50,Reg,0,120000,0,6,0.0
547,RL,7703,Pave,Lvl,Inside,SawyerW,Norm,Norm,1Fam,2Story,6,6,1992,1992,Gable,CompShg,HdBoard,None,Gd,Gd,PConc,Gd,Gd,No,GLQ,52.0,Rec,364.0,816.0,GasA,Y,1730,0.0,0.0,2,1,3,1,Gd,6,Typ,0,Attchd,RFn,2,TA,TA,Y,0,2009,60,Reg,0,171500,0,6,0.0
1842,FV,4251,Pave,Lvl,Inside,Somerst,Norm,Norm,TwnhsE,2Story,7,5,2006,2007,Gable,CompShg,MetalSd,None,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,625.0,GasA,Y,1250,0.0,0.0,2,1,2,1,Gd,5,Typ,0,Detchd,RFn,2,TA,TA,Y,0,2007,160,IR1,0,164700,0,6,0.0
2748,RL,12128,Pave,Bnk,Inside,SawyerW,Norm,Norm,1Fam,2Story,6,4,1989,1989,Gable,CompShg,HdBoard,BrkFace,Gd,TA,CBlock,Gd,TA,No,ALQ,549.0,Unf,0.0,868.0,GasA,Y,2559,0.0,0.0,2,1,4,1,Ex,9,Typ,1,Attchd,RFn,2,TA,TA,Y,0,2006,60,IR1,0,209000,0,6,0.0
2425,RM,3072,Pave,Lvl,Inside,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2004,2004,Hip,CompShg,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,GLQ,1059.0,Unf,0.0,1365.0,GasA,Y,1548,1.0,0.0,2,0,2,1,Gd,7,Typ,1,Attchd,Fin,2,TA,TA,Y,0,2006,120,Reg,143,225000,0,6,1.0
2837,RL,8410,Pave,Lvl,FR2,Edwards,RRA,Norm,1Fam,Fin,5,3,1910,1996,Other,CompShg,Wd Sdng,None,TA,Fa,PConc,TA,TA,No,Unf,0.0,Unf,0.0,658.0,GasA,Y,1184,0.0,0.0,1,0,5,1,TA,8,Typ,0,None,,0,,,N,0,2006,50,Reg,0,81000,0,6,0.0
2456,RL,15218,Pave,Lvl,CulDSac,Somerst,RRA,Norm,1Fam,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,None,Gd,TA,PConc,Ex,Gd,No,GLQ,1562.0,Unf,0.0,1670.0,GasA,Y,1670,1.0,0.0,2,1,2,1,Gd,6,Typ,1,Attchd,RFn,3,TA,TA,Y,0,2006,20,IR1,0,336820,0,6,1.0
2114,RL,14364,Pave,Low,Inside,SawyerW,Norm,Norm,1Fam,2Story,7,5,1988,1989,Gable,CompShg,Plywood,BrkFace,Gd,TA,CBlock,Gd,TA,Gd,GLQ,1065.0,Unf,0.0,1157.0,GasA,Y,2062,1.0,0.0,2,1,3,1,TA,7,Typ,1,Attchd,Fin,2,TA,TA,Y,0,2007,60,IR1,60,277000,0,6,1.0
1890,RL,8680,Pave,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,5,7,1960,1960,Hip,CompShg,CemntBd,None,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,894.0,GasA,Y,894,0.0,0.0,1,0,3,1,TA,5,Typ,0,Detchd,Unf,1,TA,TA,Y,0,2007,20,Reg,0,117600,0,6,0.0
621,RL,9600,Pave,Lvl,Inside,NAmes,Norm,Norm,1Fam,Fin,6,8,1950,2005,Gable,CompShg,VinylSd,None,TA,Gd,CBlock,TA,TA,No,BLQ,120.0,Unf,0.0,856.0,GasA,Y,1668,0.0,0.0,1,1,3,1,TA,6,Min2,0,Attchd,Unf,1,TA,TA,Y,0,2009,50,Reg,0,140000,0,4,0.0
1427,RL,11778,Pave,Lvl,Inside,CollgCr,Fa,Norm,1Fam,1Story,9,5,2008,2008,Hip,CompShg,VinylSd,Stone,Ex,TA,PConc,Ex,TA,Av,GLQ,1153.0,Unf,0.0,1751.0,GasA,Y,1766,1.0,0.0,2,1,3,1,Ex,8,Typ,2,Attchd,Fin,3,TA,TA,Y,0,2008,20,Reg,216,395039,0,6,1.0
1728,RL,15810,Pave,Lvl,Inside,Gilbert,RRA,Norm,1Fam,2Story,6,5,2007,2007,Gable,CompShg,VinylSd,None,Gd,TA,CBlock,Gd,TA,No,Unf,0.0,Unf,0.0,768.0,GasA,Y,1496,0.0,0.0,3,0,3,1,Gd,7,Typ,0,Attchd,Unf,2,TA,TA,Y,0,2007,60,IR1,100,181755,0,6,0.0
2472,RL,11024,Pave,Lvl,Corner,SawyerW,Norm,Norm,1Fam,1Story,7,5,2005,2006,Gable,CompShg,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,1400.0,GasA,Y,1400,0.0,0.0,2,0,3,1,Gd,6,Typ,0,Attchd,RFn,2,TA,TA,Y,0,2006,20,IR1,144,186800,0,6,0.0
610,RL,8970,Pave,Lvl,Corner,NAmes,Norm,Norm,1Fam,2Story,5,6,1965,1965,Gable,CompShg,MetalSd,None,TA,Gd,CBlock,TA,TA,No,ALQ,388.0,Unf,0.0,744.0,GasA,Y,2140,0.0,0.0,2,1,4,1,TA,7,Typ,1,Attchd,Fin,2,TA,TA,Y,0,2009,60,IR1,0,177500,0,6,0.0
1950,RL,10800,Pave,Lvl,Inside,OldTown,Norm,Norm,1Fam,1Story,4,6,1927,2007,Gable,CompShg,Wd Sdng,None,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,656.0,GasA,Y,968,0.0,0.0,2,0,4,1,TA,5,Typ,0,Detchd,Unf,1,Fa,Fa,Y,0,2007,30,Reg,0,64500,0,6,0.0
94,FV,4835,Pave,Lvl,CulDSac,Somerst,Norm,Norm,TwnhsE,1Story,7,5,2004,2005,Gable,CompShg,MetalSd,None,Gd,TA,PConc,Ex,TA,Av,GLQ,1298.0,Unf,0.0,1488.0,GasA,Y,1488,1.0,0.0,2,0,2,1,Gd,6,Typ,1,Attchd,Fin,2,TA,TA,Y,0,2010,120,IR1,168,260000,0,6,1.0
1745,RL,3710,Pave,Lvl,Inside,Blmngtn,Norm,Norm,1Fam,1Story,7,5,2007,2007,Gable,CompShg,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,1266.0,GasA,Y,1266,0.0,0.0,2,0,2,1,Gd,6,Typ,1,Attchd,Fin,2,TA,TA,Y,0,2007,20,Reg,100,185485,0,6,0.0
744,RM,6120,Pave,Lvl,Corner,BrkSide,Norm,Norm,1Fam,1Story,5,7,1931,1993,Gable,CompShg,Wd Sdng,None,TA,TA,BrkTil,TA,TA,No,BLQ,209.0,Unf,0.0,715.0,GasA,Y,875,1.0,0.0,1,0,2,1,TA,5,Typ,0,Detchd,Unf,1,Fa,TA,Y,0,2009,30,Reg,48,105000,0,6,1.0
1859,RL,9600,Pave,Lvl,FR2,Veenker,RRA,Norm,1Fam,SLvl,6,7,1976,1994,Hip,CompShg,Plywood,BrkFace,Gd,Gd,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,528.0,GasA,Y,1855,0.0,0.0,2,1,3,1,TA,7,Typ,1,Attchd,RFn,2,TA,TA,Y,0,2007,80,Reg,113,187000,0,6,0.0
2343,RL,14145,Pave,Lvl,Corner,,Norm,Norm,1Fam,1Story,7,7,1984,1998,Gable,CompShg,Wd Sdng,None,Gd,TA,CBlock,Gd,TA,Mn,ALQ,213.0,Unf,0.0,1208.0,GasA,Y,1621,1.0,0.0,2,0,3,1,Gd,8,Typ,0,Attchd,RFn,2,TA,TA,Y,400,2006,20,Reg,108,202500,0,6,1.0
1713,RL,9926,Pave,Lvl,Inside,NridgHt,Norm,Norm,1Fam,1Story,7,5,2005,2006,Gable,CompShg,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Mn,GLQ,1178.0,Unf,0.0,1614.0,GasA,Y,1614,1.0,0.0,2,0,3,1,Gd,7,Typ,0,Attchd,RFn,3,TA,TA,Y,0,2007,20,IR1,100,245700,0,6,1.0
1816,RL,8012,Pave,Lvl,Inside,SawyerW,Norm,Norm,TwnhsE,2Story,6,5,1980,1980,Gable,CompShg,Plywood,None,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,630.0,GasA,Y,1266,0.0,0.0,1,1,2,1,TA,5,Typ,2,Attchd,RFn,1,TA,TA,Y,0,2007,160,Reg,340,128000,0,6,0.0
2390,RL,10240,Pave,Lvl,Inside,NridgHt,Norm,Norm,1Fam,2Story,8,5,2005,2005,Gable,CompShg,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Mn,Unf,0.0,Unf,0.0,1030.0,GasA,Y,2098,0.0,0.0,2,1,3,1,Ex,8,Typ,1,Attchd,RFn,3,TA,TA,Y,0,2006,60,Reg,192,275500,0,6,0.0
364,RL,10762,Pave,Lvl,CulDSac,Gilbert,Norm,Norm,1Fam,2Story,7,5,1999,1999,Gable,CompShg,VinylSd,None,Gd,TA,PConc,Gd,TA,No,GLQ,694.0,Unf,0.0,978.0,GasA,Y,1983,0.0,0.0,2,1,3,1,Gd,9,Typ,1,Attchd,Fin,2,TA,TA,Y,0,2009,60,IR1,0,225000,0,6,0.0
684,RL,8000,Pave,Lvl,Inside,NAmes,Norm,Norm,1Fam,SLvl,5,5,1959,1959,Gable,CompShg,BrkFace,None,TA,TA,CBlock,Gd,TA,Av,GLQ,433.0,Rec,95.0,528.0,GasA,Y,1183,1.0,0.0,1,0,3,1,TA,6,Typ,0,Attchd,RFn,1,TA,TA,Y,0,2009,80,Reg,0,138000,0,6,1.0
32,RM,1680,Pave,Lvl,Inside,BrDale,Norm,Norm,Twnhs,2Story,6,5,1971,1971,Gable,CompShg,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,525.0,GasA,Y,1092,0.0,0.0,1,1,3,1,TA,6,Typ,0,Detchd,Unf,1,TA,TA,Y,0,2010,160,Reg,0,88000,0,6,0.0
1698,RL,13693,Pave,Lvl,Inside,NridgHt,Norm,Norm,1Fam,2Story,9,5,2006,2006,Hip,CompShg,VinylSd,BrkFace,Ex,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,2153.0,GasA,Y,2643,0.0,0.0,2,1,3,1,Ex,9,Typ,1,BuiltIn,Fin,3,TA,TA,Y,0,2007,60,Reg,414,380000,0,6,0.0
1129,FV,10625,Pave,Lvl,Inside,Somerst,Norm,Norm,1Fam,1Story,8,5,2007,2007,Gable,CompShg,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,1660.0,GasA,Y,1660,0.0,0.0,2,0,3,1,Gd,7,Typ,1,Attchd,Fin,3,TA,TA,Y,0,2008,20,Reg,133,256000,0,6,0.0
165,RL,7200,Pave,Lvl,Corner,NAmes,Norm,Norm,1Fam,1Story,5,7,1951,2000,Gable,CompShg,Wd Sdng,None,TA,TA,CBlock,TA,TA,Mn,BLQ,234.0,Rec,486.0,900.0,GasA,Y,900,0.0,1.0,1,0,3,1,Gd,5,Typ,0,Detchd,Unf,2,TA,TA,Y,0,2010,20,Reg,222,134800,0,6,0.5
935,RM,1612,Pave,Lvl,Inside,Crawfor,Norm,Norm,Twnhs,2Story,6,6,1980,1980,Gable,CompShg,MetalSd,None,TA,TA,CBlock,Gd,TA,No,Unf,0.0,Unf,0.0,561.0,GasA,Y,1229,0.0,0.0,1,1,2,1,TA,5,Typ,1,Attchd,Fin,2,TA,TA,Y,0,2009,160,Reg,154,121000,0,6,0.0
1802,FV,10207,Pave,Lvl,Inside,Somerst,Norm,Norm,1Fam,2Story,7,6,2007,2007,Gable,CompShg,VinylSd,None,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,874.0,GasA,Y,1761,0.0,0.0,3,0,3,1,Gd,7,Typ,0,Attchd,Fin,2,TA,TA,Y,0,2007,60,Reg,144,227875,0,6,0.0
250,RL,10475,Pave,Lvl,Corner,CollgCr,Norm,Norm,1Fam,1Story,8,5,2008,2008,Gable,CompShg,VinylSd,Stone,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,1694.0,GasA,Y,1694,0.0,0.0,2,0,3,1,Gd,7,Typ,0,Attchd,RFn,3,TA,TA,Y,0,2010,20,IR1,160,245350,0,6,0.0
2668,RM,5976,Pave,Lvl,Inside,OldTown,Norm,Norm,Duplex,2Story,5,7,1920,1950,Hip,CompShg,Wd Sdng,None,TA,TA,PConc,TA,TA,No,Unf,0.0,Unf,0.0,624.0,GasA,N,1248,0.0,0.0,2,0,2,2,TA,8,Typ,0,None,,0,,,N,0,2006,90,Reg,0,93500,0,6,0.0
236,RL,10625,Pave,Lvl,Corner,Edwards,Norm,Norm,1Fam,1Story,5,5,1920,1950,Gable,CompShg,Wd Sdng,None,TA,TA,BrkTil,TA,TA,No,ALQ,108.0,Unf,0.0,458.0,GasA,N,835,0.0,0.0,1,0,2,1,TA,5,Typ,0,Basment,Unf,1,Fa,TA,Y,400,2010,30,Reg,0,83000,0,6,0.0
2117,RL,53107,Pave,Low,Corner,ClearCr,RRA,Norm,1Fam,2Story,6,5,1992,1992,Gable,CompShg,HdBoard,None,Gd,TA,PConc,Gd,TA,Av,GLQ,985.0,Unf,0.0,1580.0,GasA,Y,1953,1.0,0.0,2,1,3,1,Gd,9,Typ,2,Attchd,Fin,2,TA,TA,Y,0,2007,60,IR2,216,240000,0,6,1.0
2029,RM,5680,Pave,Lvl,Inside,OldTown,Norm,Norm,1Fam,Fin,5,4,1901,1950,Gable,CompShg,AsbShng,None,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,592.0,GasA,N,1173,0.0,0.0,2,0,3,1,TA,7,Typ,0,Detchd,Unf,1,TA,Fa,Y,0,2007,45,Reg,0,113000,0,6,0.0
636,RL,12400,Pave,Lvl,Inside,NAmes,RRA,Norm,1Fam,1Story,6,7,1958,1998,Hip,CompShg,Wd Sdng,BrkFace,TA,TA,CBlock,TA,Fa,No,Rec,585.0,Unf,0.0,1215.0,GasA,Y,1215,0.0,0.0,1,0,3,1,TA,6,Typ,0,Attchd,Unf,1,TA,TA,Y,0,2009,20,IR1,0,155000,0,6,0.0
1155,RL,6768,Pave,Lvl,Inside,Sawyer,RRA,Norm,1Fam,1Story,6,8,1961,1996,Hip,CompShg,HdBoard,None,TA,Gd,CBlock,TA,TA,Mn,GLQ,832.0,Unf,0.0,912.0,GasA,Y,912,1.0,1.0,1,0,3,1,Gd,5,Typ,0,Detchd,Unf,1,TA,TA,Y,0,2008,20,IR1,168,142000,0,6,1.5
739,RM,6000,Pave,Lvl,Inside,BrkSide,Norm,Norm,1Fam,Unfin,6,7,1926,2004,Gable,CompShg,Wd Sdng,None,Gd,TA,PConc,TA,TA,No,Unf,0.0,Unf,0.0,884.0,GasA,Y,904,0.0,0.0,1,0,2,1,TA,4,Typ,0,Detchd,Unf,1,TA,TA,Y,0,2009,45,Reg,0,119000,0,6,0.0
1608,RL,12508,Pave,Lvl,Inside,Mitchel,Norm,Norm,1Fam,Fin,6,7,1940,1985,Gable,CompShg,VinylSd,None,TA,TA,CBlock,Gd,TA,Mn,ALQ,660.0,Unf,0.0,983.0,GasA,Y,1750,1.0,0.0,2,0,4,1,TA,7,Mod,0,Attchd,Unf,1,TA,TA,Y,1300,2008,50,IR1,245,160000,0,3,1.0
1087,RL,7415,Pave,Lvl,Inside,Gilbert,Norm,Norm,1Fam,2Story,6,5,2004,2004,Gable,CompShg,VinylSd,None,TA,TA,PConc,TA,TA,No,GLQ,759.0,Unf,0.0,839.0,GasA,Y,1593,1.0,0.0,2,1,3,1,TA,8,Typ,1,Attchd,Fin,2,TA,TA,Y,0,2008,60,IR1,100,193000,0,6,1.0
1774,RL,11762,Pave,Lvl,Inside,NoRidge,Norm,Norm,1Fam,2Story,8,5,1992,1993,Gable,CompShg,VinylSd,BrkFace,Gd,TA,PConc,Ex,TA,No,GLQ,335.0,Unf,0.0,1105.0,GasA,Y,2202,1.0,0.0,2,1,4,1,Gd,9,Typ,1,Attchd,RFn,2,TA,TA,Y,0,2007,60,Reg,0,263000,0,6,1.0
2816,RL,8767,Pave,Lvl,Inside,CollgCr,Norm,Norm,1Fam,1Story,7,5,2005,2005,Gable,CompShg,VinylSd,None,Gd,TA,PConc,Gd,TA,Av,GLQ,24.0,Unf,0.0,1310.0,GasA,Y,1310,0.0,0.0,2,0,3,1,Gd,6,Typ,1,Attchd,Fin,2,TA,TA,Y,0,2006,20,IR1,0,164990,0,6,0.0
2194,RL,8190,Pave,Lvl,Inside,Edwards,Norm,Norm,1Fam,1Story,4,6,1954,1954,Hip,CompShg,Wd Sdng,None,TA,TA,CBlock,TA,TA,No,Rec,732.0,Unf,0.0,948.0,GasA,Y,948,1.0,0.0,1,0,3,1,TA,5,Typ,1,Detchd,Unf,1,TA,TA,Y,0,2007,20,Reg,0,119000,0,6,1.0
523,FV,7500,Pave,Lvl,Inside,Somerst,Norm,Norm,1Fam,1Story,8,5,2006,2007,Gable,CompShg,VinylSd,Stone,Gd,TA,PConc,Gd,TA,No,GLQ,24.0,Unf,0.0,1372.0,GasA,Y,1448,0.0,0.0,2,0,2,1,Gd,6,Typ,1,Attchd,RFn,2,TA,TA,Y,0,2009,20,Reg,0,238500,0,6,0.0
2767,RL,70761,Pave,Low,Inside,ClearCr,Norm,Norm,1Fam,1Story,7,5,1975,1975,Gable,Other,Plywood,None,TA,TA,CBlock,Gd,TA,Gd,ALQ,655.0,Unf,0.0,1533.0,GasA,Y,1533,1.0,0.0,2,0,2,1,Gd,5,Typ,2,Attchd,Unf,2,TA,TA,Y,0,2006,20,IR1,200,280000,0,6,1.0
1837,FV,3784,Pave,Lvl,Inside,Somerst,Norm,Norm,TwnhsE,1Story,8,5,2006,2007,Gable,CompShg,VinylSd,Stone,Gd,TA,PConc,Gd,TA,No,GLQ,60.0,Unf,0.0,1511.0,GasA,Y,1565,1.0,0.0,2,0,2,1,Gd,5,Typ,0,Attchd,Fin,2,TA,TA,Y,0,2007,120,IR1,0,193800,0,6,1.0
2284,RM,4224,Pave,Lvl,Inside,MeadowV,Norm,Norm,TwnhsE,1Story,5,7,1976,1976,Gable,CompShg,CemntBd,None,TA,TA,PConc,Gd,TA,No,GLQ,840.0,Unf,0.0,1040.0,GasA,Y,1060,1.0,0.0,1,0,3,1,TA,6,Typ,1,Attchd,Unf,2,TA,TA,Y,0,2007,120,Reg,100,129900,0,6,1.0
1434,RL,9245,Pave,Lvl,Inside,CollgCr,Norm,Norm,1Fam,1Story,5,5,1994,1995,Gable,CompShg,VinylSd,None,TA,TA,PConc,Gd,TA,No,GLQ,686.0,Unf,0.0,990.0,GasA,Y,990,0.0,1.0,1,0,3,1,TA,5,Typ,0,Detchd,Unf,2,TA,TA,Y,0,2008,20,IR2,0,145000,0,6,0.5
2794,RL,14781,Pave,Lvl,CulDSac,CollgCr,Norm,Norm,1Fam,1Story,8,5,2001,2002,Hip,CompShg,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Gd,Unf,0.0,Unf,0.0,1753.0,GasA,Y,1787,0.0,0.0,2,0,3,1,Gd,7,Typ,1,Attchd,RFn,3,TA,TA,Y,0,2006,20,IR2,198,275000,0,6,0.0
2625,RL,8544,Pave,Lvl,Corner,NAmes,Norm,Norm,Duplex,1Story,3,4,1950,1950,Gable,CompShg,BrkFace,None,TA,TA,Other,None,None,,None,0.0,None,0.0,0.0,NonGas,N,1040,0.0,0.0,2,0,2,2,TA,6,Typ,0,Detchd,Unf,2,TA,Fa,Y,0,2006,90,Reg,0,81400,0,6,0.0
794,RL,7440,Pave,Lvl,Inside,Edwards,Norm,Norm,1Fam,1Story,5,6,1954,1954,Gable,CompShg,Wd Sdng,None,TA,TA,CBlock,Gd,TA,No,BLQ,173.0,Unf,0.0,1089.0,GasW,Y,1089,1.0,0.0,1,0,3,1,TA,5,Typ,1,Detchd,RFn,1,TA,TA,P,0,2009,20,Reg,328,125000,0,6,1.0
708,RM,7404,Pave,Lvl,Corner,OldTown,Norm,Norm,1Fam,1Story,4,6,1920,1950,Gable,CompShg,MetalSd,None,TA,TA,BrkTil,Fa,TA,No,Unf,0.0,Unf,0.0,861.0,GasA,Y,861,0.0,0.0,1,0,2,1,TA,5,Typ,0,Detchd,Unf,2,TA,TA,N,0,2009,30,Reg,0,80000,0,6,0.0
286,RL,4853,Pave,Bnk,Inside,SWISU,Artery,Norm,1Fam,1Story,5,6,1924,1999,Gable,CompShg,MetalSd,BrkFace,TA,TA,BrkTil,TA,TA,Mn,Rec,133.0,Unf,0.0,1107.0,GasA,N,1296,0.0,0.0,2,0,2,1,Fa,5,Typ,1,Detchd,Unf,1,TA,TA,Y,0,2010,30,Reg,0,104000,0,6,0.0
62,RL,10593,Pave,Lvl,Inside,NoRidge,Norm,Norm,1Fam,1Story,7,5,1996,1996,Hip,CompShg,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,GLQ,919.0,Unf,0.0,1720.0,GasA,Y,1720,1.0,0.0,2,0,3,1,Gd,7,Typ,1,Attchd,Fin,2,TA,TA,Y,0,2010,20,IR1,240,260400,0,6,1.0
1647,RL,12090,Pave,Lvl,Inside,,Norm,Norm,1Fam,2Story,7,7,1981,2003,Gable,CompShg,MetalSd,BrkFace,Gd,TA,CBlock,Gd,TA,No,ALQ,321.0,Unf,0.0,725.0,GasA,Y,1479,0.0,0.0,2,1,3,1,Gd,6,Typ,1,Attchd,RFn,2,TA,TA,Y,0,2007,60,Reg,167,176000,0,6,0.0
2054,RL,11677,Pave,Lvl,Inside,Sawyer,Norm,Norm,1Fam,1Story,5,4,1966,1966,Gable,CompShg,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,Av,Rec,249.0,BLQ,761.0,1040.0,GasA,Y,1040,1.0,0.0,1,0,3,1,TA,6,Typ,0,Attchd,RFn,1,TA,TA,Y,0,2007,20,IR1,0,123000,0,6,1.0
