Id,lot_area,street,land_cont,lot_config,neighborhood,cond_1,cond_2,bldg_type,style,overall_qual,overall_cond,yr_built,yr_remodeled,roof_style,roof_mater,exter_1,mas_vnr_type,exter_qual,exter_cond,foundation,bsmt_qual,bsmt_cond,bsmt_expo,bsmt_fin_1,bsmt_fin_1_sf,bsmt_fin_2,bsmt_fin_2_sf,bsmt_sf,heat,cent_air,gr_liv_area,bsmt_full_bath,bsmt_half_bath,full_bath,half_bath,bedrooms_gr,kitchen,kitch_qual,tot_rooms_gr,functional,fireplaces,garage_type,garage_car_size,garage_cond,paved_drive,porch_1,porch_2,porch_3,porch_4,porch_5,misc_val,year_sold,ms_subclass,lot_shape,sale_price,has_pool,functional_mapped,bsmt_baths,porch_sf,full_bath_shift,half_bath_shift,bedrooms_gr_shift,fireplaces_shift,garage_car_size_shift,lot_area_scaled_mm,bsmt_fin_1_sf_scaled_mm,bsmt_fin_2_sf_scaled_mm,bsmt_sf_scaled_mm,gr_liv_area_scaled_mm,tot_rooms_gr_gr_liv_area,tot_rooms_gr_bedroom_gr,full_bath_gr_liv_area,gar_car_size_overall_qual,yr_built_overall_qual,bsmt_sf_gr_liv_area,functional_mapped_overall_qual,full_bath_gr_liv_area_log,tot_rooms_gr_bedroom_gr_log,lot_area_scaled_mm_log,gr_liv_area_scaled_mm_log,bsmt_fin_1_sf_scaled_mm_log,bsmt_fin_2_sf_scaled_mm_log,bsmt_sf_scaled_mm_log,bedrooms_gr_shift_log,tot_rooms_gr_log,tot_rooms_gr_gr_liv_area_log,lot_area_log,gr_liv_area_log
505,46589,Pave,Lvl,CulDSac,NoRidge,Norm,Norm,1Fam,2Story,8,7,1994,2005,Hip,CompShg,VinylSd,BrkFace,Gd,TA,PConc,Gd,Gd,No,GLQ,1361.0,Rec,180.0,1629.0,GasA,Y,2448,1.0,0.0,2,1,4,1,Gd,8,Typ,1,Attchd,3,TA,Y,517,76,0,0,0,0,2009,60,IR2,402000,0,6,1.0,593,3,2,5,2,4,1.2871845275840204,1.6220292504570384,1.1221166892808683,1.5081097941359949,1.606425702811245,19584,40,7344,32,15952,4077.0,48,8.901638932300326,3.6888794541139363,0.25245729641249753,0.4740116506432744,0.4836779891046246,0.1152168028343546,0.41085707471789634,1.6094379124341003,2.0794415416798357,9.882468185312053,10.74911974074705,7.803026643632217
1126,10625,Pave,Lvl,Inside,Somerst,Norm,Norm,1Fam,2Story,7,5,2005,2005,Gable,CompShg,CemntBd,None,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1026.0,GasA,Y,1958,0.0,0.0,2,1,3,1,Gd,9,Typ,1,Attchd,3,TA,Y,154,210,0,0,0,0,2008,60,Reg,250000,0,6,0.0,364,3,2,4,2,4,1.059131261889664,1.0,1.0,1.3200249532127262,1.465863453815261,17622,36,5874,28,14035,2984.0,42,8.678291111758565,3.58351893845611,0.05744900784254839,0.3824444571177839,0.0,0.0,0.27765064036863707,1.3862943611198906,2.1972245773362196,9.776903400426676,9.270964993792617,7.579678823090456
2914,1470,Pave,Lvl,Inside,MeadowV,Norm,Norm,Twnhs,SFoyer,4,6,1970,1970,Gable,CompShg,CemntBd,None,TA,TA,CBlock,Gd,TA,Av,GLQ,522.0,Unf,0.0,630.0,GasA,Y,630,1.0,0.0,1,0,1,1,TA,3,Typ,0,None,0,,Y,0,0,0,0,0,0,2006,180,Reg,73000,0,6,1.0,0,2,1,2,1,1,1.0010779961953076,1.2385740402193783,1.0,1.1965065502183405,1.0849110728628801,1890,6,1260,4,7880,1260.0,24,7.138866999945524,1.791759469228055,0.0010774155746428064,0.08149802313843661,0.21396075033187467,0.0,0.1794061028338305,0.6931471805599453,1.0986122886681098,7.5443321080536885,7.293017679772782,6.4457198193855785
393,9000,Pave,Lvl,FR2,NAmes,Norm,Norm,Duplex,2Story,5,5,1974,1974,Gable,CompShg,VinylSd,None,TA,TA,CBlock,Gd,TA,No,Unf,0.0,Unf,0.0,896.0,GasA,Y,1792,0.0,0.0,2,2,4,2,TA,8,Typ,0,None,0,,Y,32,45,0,0,0,0,2009,90,Reg,136000,0,6,0.0,77,3,3,5,1,1,1.0488268864933419,1.0,1.0,1.279475982532751,1.4182444061962134,14336,40,5376,5,9870,2688.0,30,8.589699882202986,3.6888794541139363,0.04767228862059833,0.34941977305756045,0.0,0.0,0.24645060546282765,1.6094379124341003,2.0794415416798357,9.570529135214711,9.104979856318357,7.491087593534876
2405,5911,Pave,Lvl,Inside,NridgHt,Norm,Norm,TwnhsE,1Story,9,5,2005,2005,Hip,CompShg,MetalSd,BrkFace,Ex,TA,PConc,Ex,TA,No,GLQ,472.0,Unf,0.0,1560.0,GasA,Y,1565,1.0,0.0,2,0,2,1,Ex,6,Typ,1,Attchd,2,TA,Y,196,56,0,0,0,0,2006,120,Reg,282500,0,6,1.0,252,3,1,3,2,3,1.0292390615091946,1.2157221206581352,1.0,1.4865876481597007,1.353126792885829,9390,18,4695,27,18045,3125.0,54,8.454253391642363,2.8903717578961645,0.02881975397885015,0.30241805720429543,0.1953382382338729,0.0,0.39648332448918927,1.0986122886681098,1.791759469228055,9.147400572202308,8.684570300824369,7.355641102974253
67,8987,Pave,Lvl,Inside,Somerst,Norm,Norm,1Fam,1Story,8,5,2005,2006,Gable,CompShg,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,,Unf,0.0,Unf,0.0,1595.0,GasA,Y,1595,0.0,0.0,2,0,2,1,Gd,6,Typ,1,Attchd,3,TA,Y,144,0,0,0,0,0,2010,20,Reg,221500,0,6,0.0,144,3,1,3,2,4,1.0487444514901711,1.0,1.0,1.497504678727386,1.361732644865175,9570,18,4785,32,16040,3190.0,48,8.473241303887054,2.8903717578961645,0.04759368819188307,0.3087578924713518,0.0,0.0,0.403800175361442,1.0986122886681098,1.791759469228055,9.166388484447,9.103534367658373,7.374629015218945
2227,17871,Pave,Lvl,Inside,Crawfor,Norm,Norm,1Fam,1Story,4,5,1995,1996,Gable,CompShg,VinylSd,None,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1680.0,GasA,Y,1680,0.0,0.0,2,0,4,1,Gd,7,Typ,0,Attchd,2,TA,Y,152,0,0,0,0,0,2007,20,IR2,170000,0,6,0.0,152,3,1,5,1,3,1.1050792644261256,1.0,1.0,1.5240174672489082,1.3861158921399885,11760,35,5040,12,7980,3360.0,24,8.525161361065415,3.5553480614894135,0.09991706490939335,0.32650551353468465,0.0,0.0,0.42134991864818744,1.6094379124341003,1.9459101490553132,9.372459221452617,9.790934566296798,7.426549072397305
669,11500,Pave,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,6,4,1967,1967,Gable,CompShg,HdBoard,None,Fa,TA,CBlock,TA,Fa,No,BLQ,872.0,Rec,60.0,1040.0,GasA,Y,1040,1.0,0.0,1,0,3,1,TA,6,Min1,1,Attchd,2,TA,Y,0,0,156,0,0,0,2009,20,IR1,163000,0,5,1.0,156,2,1,4,2,3,1.0646797717184528,1.3985374771480803,1.0407055630936228,1.3243917654398003,1.2025243832472747,6240,24,2080,18,11802,2080.0,30,7.640123172695364,3.1780538303479458,0.06267407011450252,0.1844229999209118,0.33542703140455454,0.03989890917791962,0.2809533090937031,1.3862943611198906,1.791759469228055,8.738735461363474,9.350102314351341,6.946975992135418
1772,12257,Pave,Lvl,Inside,NoRidge,Norm,Norm,1Fam,2Story,8,5,1995,1995,Gable,CompShg,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Av,LwQ,56.0,ALQ,64.0,1318.0,GasA,Y,2531,0.0,0.0,2,1,4,1,Gd,9,Typ,1,Attchd,3,TA,Y,222,98,0,0,0,0,2007,60,IR1,290000,0,6,0.0,320,3,2,5,2,4,1.0694800253646164,1.0255941499085923,1.0434192672998643,1.4111041796631316,1.6302352266207687,22779,45,7593,32,15960,3849.0,48,8.934982049213234,3.8066624897703196,0.06717257275498884,0.4887243152171552,0.02527210310071511,0.0425030773163074,0.3443725040665128,1.6094379124341003,2.1972245773362196,10.033594337881343,9.413852481341165,7.836369760545124
1775,9044,Pave,Lvl,Inside,NoRidge,Norm,Norm,1Fam,2Story,8,5,1996,1997,Gable,CompShg,VinylSd,BrkFace,Gd,Gd,PConc,Gd,TA,No,GLQ,1225.0,Unf,0.0,1325.0,GasA,Y,2538,0.0,0.0,2,1,4,1,Gd,8,Typ,1,Attchd,3,TA,Y,198,92,0,0,0,0,2007,60,IR1,330000,0,6,0.0,290,3,2,5,2,4,1.0491058972733038,1.559872029250457,1.0,1.4132875857766687,1.6322432587492828,20304,40,7614,32,15968,3863.0,48,8.937743936942443,3.6888794541139363,0.04793827500849965,0.48995530104041035,0.44460378536483525,0.0,0.3459186114976399,1.6094379124341003,2.0794415416798357,9.918573189954168,9.10985683339786,7.839131648274333
403,1680,Pave,Lvl,Inside,BrDale,Norm,Norm,Twnhs,2Story,6,5,1973,1973,Gable,CompShg,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,No,BLQ,254.0,Unf,0.0,483.0,GasA,Y,987,1.0,0.0,1,1,2,1,TA,5,Typ,0,Detchd,1,TA,Y,0,0,0,0,0,0,2009,160,Reg,111000,0,6,1.0,0,2,2,3,1,2,1.002409638554217,1.1160877513711152,1.0,1.1506550218340612,1.187320711417097,4935,15,1974,12,11838,1470.0,36,7.587817219993427,2.70805020110221,0.0024067400305650593,0.17169926566876617,0.10982949112877814,0.0,0.14033136442717742,1.0986122886681098,1.6094379124341003,8.504107951867582,7.426549072397305,6.894670039433482
2792,9468,Pave,Lvl,CulDSac,CollgCr,Norm,Norm,1Fam,2Story,6,5,1999,1999,Gable,CompShg,VinylSd,BrkFace,TA,TA,PConc,Gd,TA,Mn,GLQ,639.0,Unf,0.0,840.0,GasA,Y,1755,1.0,0.0,2,1,3,1,TA,7,Typ,1,Attchd,2,TA,Y,176,73,0,0,0,0,2006,60,IR2,214000,0,6,1.0,249,3,2,4,2,3,1.0517945466074825,1.2920475319926874,1.0,1.262008733624454,1.4076305220883534,12285,28,5265,18,11994,2595.0,36,8.568836424568076,3.332204510175204,0.050497797340766995,0.34190781000993714,0.25622819415171855,0.0,0.23270468455819246,1.3862943611198906,1.9459101490553132,9.41613428495528,9.155672970633875,7.470224135899966
1247,9373,Pave,Lvl,Corner,NAmes,Norm,Norm,1Fam,1Story,5,6,1953,1953,Gable,CompShg,MetalSd,BrkFace,TA,TA,CBlock,TA,TA,No,Rec,500.0,LwQ,196.0,1152.0,GasA,Y,1152,0.0,0.0,1,1,3,1,TA,6,Typ,0,Detchd,2,TA,Y,0,0,0,0,0,0,2008,20,IR1,137500,0,6,0.0,0,2,2,4,1,3,1.0511921369689283,1.2285191956124315,1.1329715061058345,1.3593262632563943,1.2346528973034996,6912,24,2304,15,9765,2304.0,30,7.742402021815782,3.1780538303479458,0.04992488866784394,0.210789875761654,0.2058095381011684,0.12484383266151894,0.30698918233506695,1.3862943611198906,1.791759469228055,8.841014310483892,9.145588494746486,7.049254841255837
384,7000,Pave,Lvl,Inside,Somerst,Norm,Norm,1Fam,2Story,7,5,2003,2003,Gable,CompShg,CemntBd,None,Gd,TA,PConc,Gd,TA,Mn,GLQ,622.0,Unf,0.0,926.0,GasA,Y,1884,1.0,0.0,2,1,3,1,Ex,7,Typ,1,Attchd,2,TA,Y,0,35,0,0,0,0,2009,60,Reg,240900,0,6,1.0,35,3,2,4,2,3,1.036144578313253,1.2842778793418648,1.0,1.288833437305053,1.444635685599541,13188,28,5652,21,14021,2810.0,42,8.639764743804419,3.332204510175204,0.03550668845690982,0.3678571690842716,0.25019659878591965,0.0,0.25373749707003085,1.3862943611198906,1.9459101490553132,9.487062604191621,8.85366542803745,7.5411524551363085
91,10186,Pave,Lvl,Inside,NoRidge,Norm,Norm,1Fam,2Story,7,5,1992,1992,Gable,CompShg,HdBoard,None,Gd,TA,PConc,Gd,TA,No,GLQ,674.0,Unf,0.0,750.0,GasA,Y,1923,1.0,0.0,2,1,3,1,Gd,8,Typ,1,Attchd,2,TA,Y,240,39,0,0,0,0,2010,60,IR1,190000,0,6,1.0,279,3,2,4,2,3,1.0563474952441345,1.3080438756855575,1.0,1.2339363693075485,1.4558232931726907,15384,32,5769,21,13944,2673.0,42,8.660254034256889,3.4657359027997265,0.05481719861928241,0.37557157783002176,0.2685327965745243,0.0,0.21020935957310458,1.3862943611198906,2.0794415416798357,9.641083287268616,9.22876950744455,7.56164174558878
863,11664,Pave,Lvl,Corner,CollgCr,Norm,Norm,1Fam,1Story,7,5,2002,2002,Hip,CompShg,VinylSd,None,Gd,TA,PConc,Gd,TA,Av,GLQ,1234.0,Unf,0.0,1569.0,GasA,Y,1611,1.0,0.0,2,0,3,1,Gd,6,Typ,0,Attchd,3,TA,Y,262,93,0,0,0,0,2009,20,Reg,250000,0,6,1.0,355,3,1,4,1,4,1.06571972098922,1.5639853747714807,1.0,1.4893948845913911,1.3663224325874928,9666,24,4833,28,14014,3180.0,42,8.483222671845084,3.1780538303479458,0.06365036527128354,0.3121227747208941,0.44723729091026687,0.0,0.39836991974533237,1.3862943611198906,1.791759469228055,9.17636985240503,9.36426245424844,7.384610383176974
1857,10768,Pave,Lvl,Corner,Veenker,Norm,Norm,1Fam,1Story,5,8,1976,2004,Gable,CompShg,Plywood,None,Gd,Gd,CBlock,Gd,TA,Gd,ALQ,1157.0,Unf,0.0,1437.0,GasA,Y,1437,1.0,0.0,2,0,3,1,Gd,6,Typ,1,Attchd,2,TA,Y,0,21,0,0,180,0,2007,20,IR1,218000,0,6,1.0,201,3,1,4,2,3,1.0600380469245403,1.5287934186471663,1.0,1.4482220835932627,1.3164084911072862,8622,24,4311,15,9880,2874.0,30,8.368925174747135,3.1780538303479458,0.058304800804863804,0.2749071883148672,0.424478809020457,0.0,0.37033665485042344,1.3862943611198906,1.791759469228055,9.06207235530708,9.284334051884509,7.270312886079025
1870,10530,Pave,Lvl,Inside,,Norm,Norm,1Fam,2Story,7,6,1993,1993,Gable,CompShg,MetalSd,BrkFace,Gd,TA,PConc,Gd,TA,No,GLQ,819.0,Unf,0.0,1148.0,GasA,Y,2075,1.0,0.0,2,1,3,1,Gd,8,Typ,1,Attchd,2,TA,Y,235,86,0,0,0,0,2007,60,Reg,255000,0,6,1.0,321,3,2,4,2,3,1.0585288522511098,1.3743144424131626,1.0,1.3580786026200873,1.4994262765347104,16600,32,6225,21,13951,3223.0,42,8.736328721332908,3.4657359027997265,0.05688006889830409,0.4050825526329557,0.31795501944665716,0.0,0.3060709086249944,1.3862943611198906,2.0794415416798357,9.717157974344635,9.261983605128021,7.637716432664798
2318,14859,Pave,HLS,CulDSac,Gilbert,Norm,Norm,1Fam,1Story,7,5,2006,2006,Hip,CompShg,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1670.0,GasA,Y,1670,0.0,0.0,2,0,3,1,Gd,7,Typ,1,Attchd,3,TA,Y,144,60,0,0,0,0,2006,20,IR1,240000,0,6,0.0,204,3,1,4,2,4,1.0859797083069118,1.0,1.0,1.5208983156581408,1.3832472748135398,11690,28,5010,28,14042,3340.0,42,8.51919119407891,3.332204510175204,0.08248253653691529,0.3244338326611501,0.0,0.0,0.4193011574316638,1.3862943611198906,1.9459101490553132,9.366489054466115,9.606361021256347,7.4205789054108005
2100,10481,Pave,Lvl,Inside,CollgCr,Norm,Norm,1Fam,1Story,8,5,2006,2007,Hip,CompShg,CemntBd,None,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,2140.0,GasA,Y,2140,0.0,0.0,2,1,3,1,Gd,8,Typ,0,Attchd,3,TA,Y,136,32,0,0,0,0,2007,20,IR1,360000,0,6,0.0,168,3,2,4,1,4,1.0582181357006974,1.0,1.0,1.6674984404242046,1.5180722891566265,17120,32,6420,32,16048,4280.0,48,8.767173396684006,3.4657359027997265,0.05658648959533344,0.4174412991548801,0.0,0.0,0.5113245635293661,1.3862943611198906,2.0794415416798357,9.748002649695733,9.257319373170178,7.668561108015897
1213,9350,Pave,Lvl,Inside,NAmes,Norm,Norm,1Fam,SLvl,5,8,1965,1999,Gable,CompShg,BrkFace,None,TA,Gd,PConc,TA,TA,Gd,ALQ,633.0,Unf,0.0,1219.0,GasA,Y,1265,0.0,1.0,2,0,3,1,Gd,6,Typ,1,Attchd,2,TA,Y,0,92,0,96,0,0,2008,80,Reg,179900,0,6,0.5,188,3,1,4,2,3,1.0510462904248574,1.2893053016453382,1.0,1.3802245789145353,1.2670682730923695,7590,24,3795,15,9825,2484.0,30,8.24143968982973,3.1780538303479458,0.04978613509697928,0.2367057855165602,0.2541035474601244,0.0,0.3222462242725317,1.3862943611198906,1.791759469228055,8.934586870389676,9.143131622282732,7.142827401161621
2046,18030,Pave,Bnk,Inside,ClearCr,Norm,Norm,1Fam,Fin,5,6,1946,1994,Gable,CompShg,MetalSd,None,TA,TA,CBlock,TA,TA,No,Rec,152.0,BLQ,469.0,1598.0,GasA,Y,3086,0.0,0.0,3,0,3,1,Ex,12,Maj1,1,None,0,,Y,122,0,0,0,0,0,2007,50,IR1,200500,0,2,0.0,122,4,1,4,2,1,1.1060875079264427,1.0694698354661791,1.3181818181818181,1.4984404242046163,1.789443488238669,37032,48,12344,5,9730,4684.0,10,9.420925394042996,3.871201010907891,0.10082902106105085,0.5819046710877823,0.06716304480987526,0.27625337662815813,0.40442485003037587,1.3862943611198906,2.4849066497880004,10.519537682711107,9.799792316197363,8.034631032923107
710,5925,Pave,Lvl,Inside,OldTown,Norm,Norm,1Fam,Fin,3,6,1910,1950,Gable,CompShg,VinylSd,None,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,600.0,NonGas,N,968,0.0,0.0,1,0,2,1,TA,6,Typ,0,None,0,,Y,0,0,0,0,0,0,2009,50,Reg,37900,0,6,0.0,0,2,1,3,1,1,1.0293278376664554,1.0,1.0,1.1871490954460386,1.1818703384968445,5808,18,1936,3,5730,1568.0,18,7.568379267836522,2.8903717578961645,0.028906004425557866,0.16709821626360585,0.0,0.0,0.1715547146865965,1.0986122886681098,1.791759469228055,8.666991556504632,8.686935966003333,6.875232087276577
2268,6718,Pave,Lvl,Inside,Timber,Norm,Norm,1Fam,1Story,8,5,2001,2001,Gable,CompShg,VinylSd,BrkFace,Gd,TA,PConc,Ex,TA,Mn,GLQ,250.0,Unf,0.0,1267.0,GasA,Y,1312,0.0,0.0,2,0,2,1,Gd,5,Typ,0,Attchd,2,TA,Y,256,28,0,0,0,0,2007,20,IR1,180500,0,6,0.0,284,3,1,3,1,3,1.0343563728598606,1.1142595978062158,1.0,1.3951965065502183,1.2805507745266782,6560,15,3936,24,16008,2579.0,48,8.277920258172143,2.70805020110221,0.033779371309829664,0.2472902779811807,0.10819014649934504,0.0,0.33303527026334984,1.0986122886681098,1.6094379124341003,8.788745881938135,8.812545770172237,7.179307969504034
816,11855,Pave,Lvl,Inside,SawyerW,Norm,Norm,Duplex,2Story,7,5,2000,2000,Hip,CompShg,VinylSd,BrkFace,TA,TA,PConc,Ex,TA,No,GLQ,820.0,Unf,0.0,1168.0,GasA,Y,2787,2.0,0.0,4,2,6,2,TA,8,Typ,2,BuiltIn,3,TA,Y,312,0,0,0,0,0,2009,90,Reg,269500,0,6,2.0,312,5,3,7,3,4,1.0669308814204186,1.3747714808043876,1.0,1.364316905801622,1.7036718301778542,22296,56,13935,28,14000,3955.0,42,9.542158939916048,4.02535169073515,0.0647861917963038,0.532785821935894,0.31828752152785866,0.0,0.3106538680672149,1.9459101490553132,2.0794415416798357,10.012162569161784,9.380504998499505,7.932721027481948
1616,12394,Pave,Lvl,Corner,Gilbert,Norm,Norm,1Fam,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,None,Gd,TA,PConc,Gd,TA,Gd,Unf,0.0,Unf,0.0,847.0,GasA,Y,1733,0.0,0.0,2,1,3,1,Gd,7,Typ,1,BuiltIn,2,TA,Y,100,48,0,0,0,0,2007,60,IR1,225000,0,6,0.0,148,3,2,4,2,3,1.0703487634749524,1.0,1.0,1.2641921397379914,1.4013195639701663,12131,28,5199,21,14021,2580.0,42,8.556221578383715,3.332204510175204,0.06798454253742804,0.33741433839691687,0.0,0.0,0.23443329345881037,1.3862943611198906,1.9459101490553132,9.40351943877092,9.424967763522053,7.457609289715606
2233,7000,Pave,Lvl,Corner,IDOTRR,Norm,Norm,1Fam,Fin,6,7,1940,1950,Gable,CompShg,Wd Sdng,None,TA,TA,BrkTil,TA,TA,No,ALQ,375.0,Unf,0.0,720.0,GasA,Y,1215,0.0,0.0,1,0,3,1,Gd,6,Typ,0,Detchd,2,TA,Y,0,0,30,0,0,0,2007,50,Reg,141000,0,6,0.0,30,2,1,4,1,3,1.036144578313253,1.1713893967093236,1.0,1.2245789145352464,1.2527251864601263,7290,24,2430,18,11640,1935.0,36,7.795646536334594,3.1780538303479458,0.03550668845690982,0.2253213274055948,0.15819056282219932,0.0,0.20259704166690806,1.3862943611198906,1.791759469228055,8.894258825002703,8.85366542803745,7.102499355774649
439,10367,Pave,Lvl,Inside,NridgHt,Norm,Norm,1Fam,1Story,9,5,2008,2008,Hip,CompShg,VinylSd,Stone,Ex,TA,PConc,Ex,TA,Mn,GLQ,1015.0,Unf,0.0,1739.0,GasA,Y,1743,1.0,0.0,2,0,3,1,Ex,8,Typ,1,Attchd,3,TA,Y,168,45,0,0,0,0,2009,20,IR1,335000,0,6,1.0,213,3,1,4,2,4,1.0574952441344325,1.4638939670932358,1.0,1.5424204616344355,1.404188181296615,13944,32,5229,36,18072,3482.0,54,8.56197533418813,3.4657359027997265,0.05590313465577899,0.33945932888464453,0.3810999860672863,0.0,0.43335291088731426,1.3862943611198906,2.0794415416798357,9.542804587199857,9.246382963323112,7.463363045520021
260,15240,Pave,Lvl,FR2,CollgCr,Norm,Norm,1Fam,1Story,5,8,1977,2004,Gable,CompShg,CemntBd,None,Gd,Gd,CBlock,Gd,TA,No,GLQ,198.0,Rec,688.0,1026.0,GasA,Y,1026,1.0,0.0,1,1,3,1,TA,5,Typ,0,Attchd,1,TA,Y,316,85,0,0,0,0,2010,20,IR1,150000,0,6,1.0,401,2,2,4,1,2,1.0883956880152188,1.0904936014625228,1.4667571234735415,1.3200249532127262,1.1985083189902466,5130,20,2052,10,9885,2052.0,30,7.62657020629066,2.995732273553991,0.08470476615433128,0.18107771603654477,0.08663043911598958,0.3830539254498717,0.27765064036863707,1.3862943611198906,1.6094379124341003,8.542860938164814,9.631678829240638,6.933423025730715
2523,50271,Pave,Low,Inside,Veenker,Norm,Norm,1Fam,1Story,9,5,1981,1987,Gable,Other,WdShing,None,Gd,TA,CBlock,Ex,TA,Gd,GLQ,1810.0,Unf,0.0,1842.0,GasA,Y,1842,2.0,0.0,0,1,0,1,Gd,5,Typ,1,Attchd,3,TA,Y,857,72,0,0,0,0,2006,20,IR1,385000,0,6,2.0,929,1,2,1,2,4,1.3105326569435638,1.827239488117002,1.0,1.5745477230193388,1.4325874928284565,9210,5,1842,36,17829,3684.0,54,7.518607216815252,1.6094379124341003,0.2704336629241504,0.3594822447597522,0.6028063515184736,0.0,0.45396807105155085,0.0,1.6094379124341003,9.128045129249353,10.825183649068833,7.518607216815252
627,13600,Pave,Lvl,Inside,NAmes,Norm,Norm,1Fam,2Story,7,6,1965,1990,Gable,CompShg,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,No,BLQ,454.0,Unf,0.0,768.0,GasA,Y,1986,0.0,0.0,2,1,3,1,TA,7,Typ,2,Attchd,2,TA,Y,0,42,0,0,189,0,2009,60,Reg,205000,0,6,0.0,231,3,2,4,3,3,1.077996195307546,1.2074954296160878,1.0,1.2395508421709296,1.4738955823293174,13902,28,5958,21,13755,2754.0,42,8.692490133273228,3.332204510175204,0.07510394308126918,0.3879089515898627,0.18854832154039886,0.0,0.21474908994226397,1.3862943611198906,1.9459101490553132,9.53978799366043,9.517825071724143,7.593877844605118
251,6762,Pave,Lvl,Inside,CollgCr,Norm,Norm,1Fam,1Story,7,5,2006,2006,Gable,CompShg,VinylSd,Stone,Gd,TA,PConc,Gd,TA,Av,GLQ,686.0,Unf,0.0,1187.0,GasA,Y,1208,1.0,0.0,2,0,2,1,Gd,6,Typ,0,Attchd,2,TA,Y,105,61,0,0,0,0,2010,20,Reg,206000,0,6,1.0,166,3,1,3,1,3,1.0346353836398225,1.313528336380256,1.0,1.3702432938240798,1.2507171543316122,7248,18,3624,21,14042,2395.0,42,8.19533366716287,2.8903717578961645,0.034049078311587176,0.22371711026311383,0.2727169030970984,0.0,0.3149883108062813,1.0986122886681098,1.791759469228055,8.888480847722816,8.819073983267831,7.0967213784947605
2163,8500,Pave,Lvl,FR2,CollgCr,Norm,Norm,1Fam,1Story,7,5,2004,2004,Gable,CompShg,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,1422.0,GasA,Y,1422,0.0,0.0,2,0,3,1,Gd,7,Typ,0,Attchd,2,TA,Y,192,60,0,0,0,0,2007,20,Reg,179600,0,6,0.0,252,3,1,4,1,3,1.0456563094483196,1.0,1.0,1.4435433562071116,1.3121055651176132,9954,28,4266,21,14028,2844.0,42,8.358431899031295,3.332204510175204,0.04464473559656048,0.27163314850276016,0.0,0.0,0.36710075514406887,1.3862943611198906,1.9459101490553132,9.2057297594185,9.047821442478408,7.259819610363186
2819,8877,Pave,Lvl,Inside,Edwards,Norm,Norm,1Fam,1Story,4,5,1951,1951,Gable,CompShg,Wd Sdng,None,TA,TA,CBlock,Fa,Fa,No,LwQ,836.0,Unf,0.0,836.0,GasA,Y,1220,0.0,0.0,1,0,2,1,TA,6,Typ,0,Detchd,2,TA,Y,0,0,0,0,0,0,2006,20,Reg,102000,0,6,0.0,0,2,1,3,1,3,1.0480469245402664,1.3820840950639854,1.0,1.260761072988147,1.2541594951233506,7320,18,2440,12,7804,2056.0,24,7.799753318287247,2.8903717578961645,0.04692836022114715,0.22646562321646296,0.32359257375755185,0.0,0.23171556479406796,1.0986122886681098,1.791759469228055,8.898365606955357,9.09121894106832,7.106606137727303
1025,15611,Pave,Lvl,Corner,,Norm,Norm,1Fam,1Story,5,6,1977,1977,Gable,CompShg,VinylSd,None,TA,TA,PConc,Gd,TA,Av,ALQ,767.0,LwQ,93.0,1126.0,GasA,Y,1126,0.0,1.0,2,0,3,1,Ex,6,Typ,0,Attchd,2,TA,Y,180,0,0,0,0,0,2008,20,IR1,175000,0,6,0.5,180,3,1,4,1,3,1.0907482561826254,1.3505484460694699,1.0630936227951153,1.3512164691203994,1.2271944922547333,6756,24,3378,15,9885,2252.0,30,8.125039097367745,3.1780538303479458,0.08686393428789542,0.20473066356238478,0.3005107662983268,0.061183169606738905,0.3010052749513831,1.3862943611198906,1.791759469228055,8.81818627792769,9.655731072956666,7.026426808699636
2592,13300,Pave,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,5,5,1956,2001,Hip,CompShg,Wd Sdng,None,TA,TA,CBlock,TA,TA,No,Rec,494.0,Unf,0.0,1015.0,GasA,Y,1384,1.0,0.0,1,0,2,1,TA,6,Min1,0,Attchd,2,TA,Y,75,0,0,323,0,400,2006,20,Reg,159000,0,5,1.0,398,2,1,3,1,3,1.0760938490805327,1.2257769652650823,1.0,1.3165938864628821,1.3012048192771084,8304,18,2768,15,9780,2399.0,25,7.92588031673756,2.8903717578961645,0.073337678271188,0.26329061932762177,0.20357490029975203,0.0,0.2750480126130005,1.0986122886681098,1.791759469228055,9.024492605405669,9.495519314209846,7.232733136177615
